WBAN;YearMonthDay;Tmax;Tmin;Tavg;Depart;DewPoint;WetBulb;Heat;Cool;Sunrise;Sunset;CodeSum;Depth;Water1;SnowFall;PrecipTotal;StnPressure;SeaLevel;ResultSpeed;ResultDir;AvgSpeed;Max5Speed;Max5Dir;Max2Speed;Max2Dir
14819;20090927;74;53;64;M;53;58;1;0;-;-;TSRA FG+ BR;M;M;M;0.48;28.91;29.59;7.6;23;10.2;37;310;28;290
14819;20090928;63;50;57;M;42;49;8;0;-;-;RA;M;M;M;  T;28.98;29.61;19.8;28;20.2;47;290;37;290
14819;20090929;58;48;53;M;42;48;12;0;-;-;DZ;M;M;M;  T;29.34;29.96;8.4;33;10.2;31;300;23;320
14819;20090930;61;49;55;M;42;48;10;0;-;-; ;M;M;M;0.00;29.44;30.10;4.8;3;7.0;18;80;14;90
94846;20090901;72;47;60;-8;47;53;5;0;517;1827; ;M;M;M;0.00;29.57;30.31;3.3;4;3.4;24;60;13;60
94846;20090902;73;50;62;-6;50;56;3;0;518;1826; ;M;M;M;0.00;29.51;30.25;4.1;6;5.1;21;60;12;40
94846;20090903;75;56;66;-2;54;59;0;1;519;1824; ;M;M;M;0.00;29.42;30.16;4.7;5;6.0;24;70;13;50
94846;20090904;75;54;65;-3;54;59;0;0;520;1822;BR;M;M;M;0.00;29.44;30.15;3.6;4;4.1;24;60;12;50
94846;20090905;78;54;66;-1;57;61;0;1;521;1821;BR HZ;M;M;M;0.00;29.49;30.21;4.3;4;5.3;26;60;14;70
94846;20090906;77;61;69;2;59;63;0;4;522;1819;RA BR HZ;M;M;M;0.03;29.47;30.19;4.2;5;5.3;26;70;13;50
94846;20090907;77;59;68;1;59;62;0;3;523;1817;BR;M;M;M;0.00;29.39;M;5.8;3;4.0;23;50;13;40
94846;20090908;78;60;69;3;60;63;0;4;524;1815; ;M;M;M;0.00;29.36;30.07;6.6;3;7.3;30;50;15;50
94846;20090909;78;65;72;6;63;65;0;7;525;1814;BR HZ;M;M;M;0.00;29.42;30.14;6.1;6;6.9;33;210;14;60
94846;20090910;81;64;73;7;62;65;0;8;526;1812;BR HZ;M;M;M;0.00;29.48;30.20;6.0;6;6.8;28;70;15;60
94846;20090911;80;61;71;6;59;63;0;6;527;1810;BR;M;M;M;0.00;29.44;30.17;5.1;7;5.6;29;70;14;90
94846;20090912;79;58;69;4;60;63;0;4;528;1809;FG+ BR;M;M;M;0.00;29.41;30.14;3.7;3;4.8;25;70;13;30
94846;20090913;80;58;69;4;54;60;0;4;529;1807;FG+ MIFG BR;M;M;M;0.00;29.39;30.12;1.5;7;3.0;25;60;10;70
94846;20090914;84;58;71;7;55;61;0;6;530;1805; ;M;M;M;0.00;29.34;30.07;0.1;33;2.1;20;80;9;90
94846;20090915;82;64;73;9;59;63;0;8;531;1803; ;M;M;M;0.00;29.36;30.07;6.2;2;7.8;36;50;18;50
94846;20090916;71;59;65;1;54;59;0;0;532;1760; ;M;M;M;0.00;29.49;30.20;11.0;5;11.4;33;50;21;30
94846;20090917;72;50;61;-3;52;56;4;0;533;1758; ;M;M;M;0.00;29.45;30.18;3.4;5;4.2;25;50;12;40
94846;20090918;79;50;65;1;55;59;0;0;535;1756;BR;M;M;M;0.00;29.46;30.18;5.1;2;6.4;28;40;15;50
94846;20090919;76;55;66;3;55;59;0;1;536;1755; ;M;M;M;0.00;29.48;30.21;3.2;10;5.9;23;80;14;100
94846;20090920;73;54;64;2;56;60;1;0;537;1753;RA DZ BR;M;M;M;0.75;29.28;30.04;6.4;7;7.9;31;40;16;60
94846;20090921;67;60;64;2;59;61;1;0;538;1751;DZ BR HZ;M;M;M;  T;29.26;29.98;3.5;23;4.6;15;280;10;200
94846;20090922;77;59;68;6;65;67;0;3;539;1749;BR HZ;M;M;M;  T;29.28;29.98;5.2;17;7.7;24;170;20;170
94846;20090923;76;62;69;8;62;64;0;4;540;1748;BR;M;M;M;0.00;29.42;30.12;0.6;32;4.0;20;40;10;50
94846;20090924;73;64;69;8;63;65;0;4;541;1746;BR;M;M;M;0.00;29.44;30.16;4.3;6;4.7;25;60;10;60
94846;20090925;70;60;65;4;57;60;0;0;542;1744;RA DZ BR;M;M;M;0.16;29.39;30.12;5.4;11;7.3;24;120;18;120
94846;20090926;69;55;62;2;56;59;3;0;543;1742;BR;M;M;M;0.00;29.15;29.91;4.0;27;4.6;15;10;12;310
94846;20090927;74;50;62;2;53;57;3;0;544;1741;TSRA RA FG BR;M;M;M;0.08;28.84;29.59;8.2;22;10.2;36;230;26;320
94846;20090928;62;49;56;-3;42;49;9;0;545;1739;RA;M;M;M;0.01;28.91;29.61;20.3;29;20.7;40;310;30;280
94846;20090929;60;48;54;-5;42;48;11;0;546;1737; ;M;M;M;0.00;29.28;29.96;9.0;33;10.3;30;320;23;310
94846;20090930;62;47;55;-4;40;46;10;0;547;1735; ;M;M;M;0.00;29.39;30.11;5.7;3;6.8;30;60;13;80
4838;20091001;59;39;49;M;45;48;16;0;-;-;RA BR VCTS;M;M;M;0.90;29.18;29.92;5.8;13;6.5;24;130;17;130
4838;20091002;56;47;52;M;45;48;13;0;-;-;RA BR;M;M;M;0.12;28.84;29.56;9.2;21;10.5;24;200;20;200
4838;20091003;58;46;52;M;46;49;13;0;-;-;RA BR;M;M;M;0.10;29.05;29.72;5.3;26;6.3;16;240;12;250
4838;20091004;60;43;52;M;42;47;13;0;-;-; ;M;M;M;0.01;29.33;30.00;7.0;28;7.3;24;290;17;280
4838;20091005;62;39;51;M;42;47;14;0;-;-; ;M;M;M;0.00;29.34;30.05;1.2;9;2.3;13;110;10;100
4838;20091006;61;49;55;M;46;50;10;0;-;-;RA BR;M;M;M;0.07;28.94;29.66;8.4;24;12.4;47;290;32;280
4838;20091007;60;46;53;M;38;46;12;0;-;-; ;M;M;M;0.00;29.28;29.96;7.7;26;8.8;32;290;23;290
4838;20091008;54;45;50;M;45;48;15;0;-;-;RA BR;M;M;M;0.04;29.23;29.94;1.5;21;2.9;17;350;13;360
4838;20091009;50;38;44;M;42;44;21;0;-;-;RA BR;M;M;M;0.40;29.26;29.95;7.4;34;7.7;17;310;15;320
4838;20091010;48;31;40;M;28;34;25;0;-;-; ;M;M;M;0.00;29.53;30.22;5.6;29;6.0;23;290;18;290
4838;20091011;44;29;37;M;23;32;28;0;-;-; ;M;M;M;0.00;29.65;30.37;1.4;35;3.4;17;290;12;290
4838;20091012;48;40;44;M;34;40;21;0;-;-;RA BR;M;M;M;0.02;29.49;30.21;1.5;23;2.9;16;310;13;310
4838;20091013;47;33;40;M;31;37;25;0;-;-; ;M;M;M;0.00;29.65;30.37;5.8;1;7.5;25;330;17;330
4838;20091014;48;43;46;M;34;41;19;0;-;-;RA;M;M;M;0.01;29.45;30.19;7.8;10;8.1;22;140;16;70
4838;20091015;44;41;43;M;37;40;22;0;-;-;RA BR;M;M;M;0.41;29.31;30.03;5.1;7;5.9;20;80;13;90
4838;20091016;45;39;42;M;36;39;23;0;-;-;RA BR;M;M;M;0.19;29.46;30.15;6.1;35;6.5;20;360;15;30
4838;20091017;52;35;44;M;32;39;21;0;-;-; ;M;M;M;0.01;29.62;30.32;5.9;34;6.0;18;320;14;330
4838;20091018;53;30;42;M;32;38;23;0;-;-; ;M;M;M;0.00;29.52;30.26;5.5;21;5.8;20;200;15;200
4838;20091019;64;45;55;M;40;46;10;0;-;-; ;M;M;M;0.00;29.29;30.01;8.9;21;9.2;25;220;20;200
4838;20091020;61;46;54;M;47;51;11;0;-;-;RA BR;M;M;M;0.03;29.36;30.05;2.2;20;3.9;10;190;9;180
4838;20091021;69;53;61;M;51;56;4;0;-;-;RA BR;M;M;M;0.04;29.28;30.00;10.1;20;10.2;28;200;18;200
4838;20091022;58;48;53;M;47;49;12;0;-;-;RA BR;M;M;M;1.12;29.24;29.96;7.8;6;11.2;28;60;20;50
4838;20091023;60;43;52;M;48;50;13;0;-;-;RA BR;M;M;M;0.91;28.77;29.49;6.2;18;12.2;35;250;26;210
4838;20091024;51;38;45;M;36;40;20;0;-;-;RA;M;M;M;0.02;29.08;29.74;8.4;27;8.7;25;270;18;280
4838;20091025;63;43;53;M;45;48;12;0;-;-;RA BR;M;M;M;0.26;29.29;29.97;6.1;19;6.5;23;200;17;190
4838;20091026;55;49;52;M;47;49;13;0;-;-;RA BR;M;M;M;0.18;29.33;30.03;4.3;20;6.8;16;300;13;290
4838;20091027;50;45;48;M;44;46;17;0;-;-;RA BR;M;M;M;0.04;29.24;29.96;3.2;5;4.6;14;60;9;60
4838;20091028;58;50;54;M;49;51;11;0;-;-;BR;M;M;M;0.00;29.33;30.01;1.9;13;2.3;9;170;7;110
4838;20091029;59;47;53;M;49;52;12;0;-;-;RA BR HZ;M;M;M;0.51;29.26;30.00;9.1;14;9.4;36;140;26;130
4838;20091030;68;46;57;M;53;56;8;0;-;-;RA BR;M;M;M;0.88;28.83;29.55;13.7;20;15.3;37;250;28;240
4838;20091031;47;34;41;M;30;38;24;0;-;-; ;M;M;M;  T;29.21;29.87;10.2;27;10.6;36;230;25;240
14819;20091001;59;44;52;M;46;49;13;0;-;-;TSRA RA BR;M;M;M;0.59;29.18;29.90;8.8;13;8.7;25;120;20;120
14819;20091002;56;48;52;M;46;48;13;0;-;-;RA DZ BR;M;M;M;0.17;28.87;29.56;10.0;22;11.6;29;240;20;230
14819;20091003;58;47;53;M;47;49;12;0;-;-;RA BR;M;M;M;0.03;29.08;29.71;9.4;26;9.8;26;240;21;270
14819;20091004;61;45;53;M;42;47;12;0;-;-; ;M;M;M;0.00;29.34;29.99;8.9;27;9.3;24;250;18;260
14819;20091005;61;42;52;M;42;47;13;0;-;-; ;M;M;M;0.00;29.35;30.04;2.9;9;4.5;17;90;14;90
14819;20091006;62;49;56;M;46;50;9;0;-;-;RA BR;M;M;M;0.05;28.97;29.66;9.5;24;15.1;53;270;37;270
14819;20091007;60;45;53;M;39;46;12;0;-;-; ;M;M;M;0.00;29.31;29.96;8.5;26;10.1;36;270;25;290
14819;20091008;54;47;51;M;46;49;14;0;-;-;RA DZ BR;M;M;M;0.14;29.25;29.93;4.8;20;5.6;21;200;15;210
14819;20091009;52;40;46;M;44;46;19;0;-;-;RA DZ BR;M;M;M;0.43;29.26;29.92;9.3;35;10.2;22;350;20;360
14819;20091010;48;33;41;M;30;36;24;0;-;-; ;M;M;M;0.00;29.55;30.21;7.8;29;8.2;24;280;18;280
14819;20091011;45;29;37;M;23;33;28;0;-;-; ;M;M;M;0.00;29.67;30.36;1.1;1;4.8;15;320;12;320
14819;20091012;49;42;46;M;34;40;19;0;-;-;RA DZ BR HZ;M;M;M;  T;29.50;30.20;0.6;24;3.5;14;290;12;280
14819;20091013;48;36;42;M;32;39;23;0;-;-;BR;M;M;M;0.00;29.66;30.35;8.5;2;11.3;23;330;18;60
14819;20091014;48;42;45;M;36;41;20;0;-;-;RA DZ BR;M;M;M;0.03;29.47;30.17;10.7;10;11.2;24;120;20;130
14819;20091015;44;41;43;M;38;40;22;0;-;-;RA DZ BR;M;M;M;0.33;29.31;30.00;9.4;7;10.0;24;100;20;100
14819;20091016;46;40;43;M;36;40;22;0;-;-;RA DZ;M;M;M;0.08;29.46;30.13;7.1;35;8.1;21;350;16;350
14819;20091017;52;39;46;M;34;40;19;0;-;-;RA;M;M;M;0.01;29.64;30.30;6.9;35;7.7;28;360;21;340
14819;20091018;53;33;43;M;33;40;22;0;-;-; ;M;M;M;0.00;29.55;30.26;5.8;21;6.2;21;200;14;180
14819;20091019;66;43;55;M;40;47;10;0;-;-; ;M;M;M;0.00;29.32;30.01;10.7;21;10.8;32;190;21;210
14819;20091020;64;51;58;M;47;52;7;0;-;-;RA;M;M;M;0.05;29.38;30.03;6.4;19;7.4;20;200;15;200
14819;20091021;70;55;63;M;50;55;2;0;-;-; ;M;M;M;0.01;29.32;29.99;11.1;21;11.2;28;200;20;200
14819;20091022;58;49;54;M;49;51;11;0;-;-;RA BR;M;M;M;0.84;29.23;29.93;8.7;6;13.2;31;80;24;80
14819;20091023;62;44;53;M;50;51;12;0;-;-;RA DZ BR;M;M;M;1.29;28.80;29.48;6.6;19;15.4;33;240;25;250
14819;20091024;49;39;44;M;37;41;21;0;-;-;RA DZ SN;M;M;M;0.05;29.10;29.74;9.6;26;10.3;25;260;21;260
14819;20091025;63;44;54;M;43;48;11;0;-;-;RA BR;M;M;M;0.24;29.32;29.97;6.3;19;7.3;30;190;18;190
14819;20091026;55;50;53;M;47;49;12;0;-;-;RA DZ BR;M;M;M;0.13;29.35;30.02;5.2;21;6.8;18;150;13;290
14819;20091027;52;48;50;M;46;48;15;0;-;-;RA DZ BR;M;M;M;0.16;29.24;29.94;5.5;5;7.0;16;90;12;70
14819;20091028;58;50;54;M;49;51;11;0;-;-;BR HZ;M;M;M;0.00;29.34;29.99;1.8;13;3.0;12;100;8;120
14819;20091029;60;48;54;M;50;52;11;0;-;-;RA BR HZ;M;M;M;1.05;29.28;29.99;11.1;14;11.4;32;140;23;150
14819;20091030;68;47;58;M;54;56;7;0;-;-;RA BR;M;M;M;1.15;28.87;29.56;15.7;21;17.9;43;240;32;250
14819;20091031;47;37;42;M;31;38;23;0;-;-; ;M;M;M;0.01;29.25;29.87;13.4;26;13.8;36;250;26;240
94846;20091001;59;41;50;-8;46;49;15;0;548;1734;RA BR;M;M;M;0.89;29.13;29.90;9.1;13;9.5;28;120;23;110
94846;20091002;56;47;52;-6;46;48;13;0;549;1732;RA BR;M;M;M;0.21;28.80;29.55;10.5;21;12.0;24;250;18;130
94846;20091003;57;47;52;-5;47;49;13;0;550;1730;RA DZ BR;M;M;M;0.11;29.02;29.70;6.9;26;7.4;20;280;15;280
94846;20091004;60;45;53;-4;43;47;12;0;552;1729; ;M;M;M;  T;29.28;29.98;9.0;28;9.2;23;290;18;280
94846;20091005;62;43;53;-4;42;47;12;0;553;1727; ;M;M;M;0.00;29.29;30.03;1.8;8;5.4;22;70;13;100
94846;20091006;61;49;55;-1;47;51;10;0;554;1725;RA DZ BR;M;M;M;0.03;28.90;29.65;8.8;24;14.9;47;260;33;270
94846;20091007;60;45;53;-3;39;46;12;0;555;1724; ;M;M;M;0.00;29.24;29.95;9.2;26;10.8;33;300;22;290
94846;20091008;53;45;49;-7;46;48;16;0;556;1722;RA DZ BR;M;M;M;0.12;29.18;29.92;3.3;21;4.8;18;230;15;160
94846;20091009;52;39;46;-9;43;45;19;0;557;1720;RA BR;M;M;M;0.46;29.21;29.93;9.4;34;10.0;26;320;17;340
94846;20091010;48;31;40;-15;30;35;25;0;558;1719; ;M;M;M;0.00;29.49;30.21;7.4;28;7.7;24;280;18;270
94846;20091011;44;29;37;-17;22;32;28;0;559;1717; ;M;M;M;0.00;29.60;30.35;1.7;32;5.0;23;70;12;330
94846;20091012;48;41;45;-9;35;40;20;0;600;1715;RA DZ BR;M;M;M;0.02;29.44;30.19;0.6;19;3.8;21;210;9;300
94846;20091013;47;34;41;-12;32;38;24;0;602;1714; ;M;M;M;0.00;29.60;30.35;8.5;1;10.0;28;40;17;50
94846;20091014;48;42;45;-8;36;41;20;0;603;1712;RA DZ BR;M;M;M;0.03;29.40;30.17;11.0;9;11.5;28;120;20;100
94846;20091015;44;41;43;-10;38;40;22;0;604;1711;RA DZ BR;M;M;M;0.29;29.26;30.00;8.2;6;9.1;28;60;16;100
94846;20091016;45;39;42;-10;36;39;23;0;605;1709;RA;M;M;M;0.04;29.41;30.13;8.2;35;8.2;24;50;20;10
94846;20091017;52;36;44;-8;33;39;21;0;606;1707;DZ;M;M;M;  T;29.57;30.30;8.0;34;8.2;24;30;16;360
94846;20091018;53;31;42;-9;33;39;23;0;607;1706; ;M;M;M;0.00;29.49;30.25;6.1;21;6.9;21;210;16;210
94846;20091019;65;44;55;4;41;47;10;0;608;1704; ;M;M;M;0.00;29.25;30.00;11.4;21;11.5;28;220;22;220
94846;20091020;62;48;55;5;48;52;10;0;610;1703;RA;M;M;M;0.03;29.31;30.03;4.0;19;5.3;21;160;12;190
94846;20091021;69;55;62;12;52;56;3;0;611;1701;RA;M;M;M;  T;29.25;29.99;11.4;21;11.5;28;220;21;210
94846;20091022;58;48;53;3;48;50;12;0;612;1660;RA BR;M;M;M;1.03;29.18;29.94;8.4;5;13.0;29;60;23;70
94846;20091023;61;42;52;3;49;50;13;0;613;1658;RA DZ BR;M;M;M;0.89;28.73;29.48;6.2;18;16.2;33;210;26;220
94846;20091024;50;38;44;-5;37;40;21;0;614;1657;RA DZ BR;M;M;M;0.04;29.03;29.73;8.3;26;8.9;25;290;21;250
94846;20091025;62;44;53;5;45;49;12;0;616;1656;RA BR;M;M;M;0.27;29.26;29.96;5.5;19;6.9;20;190;16;200
94846;20091026;55;49;52;4;48;49;13;0;617;1654;RA BR;M;M;M;0.11;29.28;30.02;4.9;21;7.5;18;300;14;300
94846;20091027;51;45;48;0;45;47;17;0;618;1653;RA BR;M;M;M;0.06;29.19;29.94;4.4;5;6.5;23;60;12;60
94846;20091028;57;50;54;7;49;51;11;0;619;1651;BR HZ;M;M;M;0.00;29.28;29.99;3.1;14;4.3;15;120;13;120
94846;20091029;60;47;54;7;50;52;11;0;620;1650;RA BR HZ;M;M;M;0.60;29.21;29.98;12.5;14;12.7;38;130;30;130
94846;20091030;67;46;57;11;53;56;8;0;622;1649;RA DZ BR;M;M;M;0.81;28.79;29.55;15.6;20;17.4;41;240;29;230
94846;20091031;46;35;41;-5;31;38;24;0;623;1647; ;M;M;M;  T;29.18;29.84;11.1;26;11.5;39;250;30;240
4838;20091101;52;30;41;M;31;38;24;0;-;-; ;M;M;M;0.00;29.47;30.19;4.6;18;4.7;15;190;13;180
4838;20091102;58;42;50;M;34;42;15;0;-;-;RA;M;M;M;  T;29.45;30.14;5.8;27;9.3;24;320;21;320
4838;20091103;48;32;40;M;25;35;25;0;-;-; ;M;M;M;0.00;29.62;30.33;2.4;31;5.0;16;300;13;330
4838;20091104;51;40;46;M;31;39;19;0;-;-; ;M;M;M;  T;29.49;30.20;1.6;27;5.6;23;320;17;330
4838;20091105;55;34;45;M;28;37;20;0;-;-; ;M;M;M;0.00;29.62;30.33;5.1;27;5.6;23;270;17;320
4838;20091106;62;32;47;M;34;44;18;0;-;-; ;M;M;M;0.00;29.33;30.09;12.1;18;12.4;31;180;23;170
4838;20091107;71;43;57;M;45;51;8;0;-;-; ;M;M;M;0.00;29.19;29.88;8.4;22;9.1;31;200;21;210
4838;20091108;69;40;55;M;48;53;10;0;-;-;BR HZ;M;M;M;0.00;29.38;30.07;6.3;18;6.8;23;230;17;210
4838;20091109;63;48;56;M;43;50;9;0;-;-; ;M;M;M;0.00;29.59;30.26;1.0;30;6.7;23;210;15;50
4838;20091110;54;36;45;M;39;44;20;0;-;-; ;M;M;M;0.00;29.77;30.46;5.7;3;6.3;17;80;14;60
4838;20091111;52;31;42;M;31;37;23;0;-;-; ;M;M;M;0.00;29.72;30.44;1.7;7;3.0;16;110;13;120
4838;20091112;56;27;42;M;27;36;23;0;-;-; ;M;M;M;0.01;29.44;30.19;5.3;17;5.4;17;160;15;160
4838;20091113;55;36;46;M;32;41;19;0;-;-; ;M;M;M;0.00;29.18;29.92;9.8;18;10.0;22;170;18;180
4838;20091114;63;45;54;M;43;49;11;0;-;-;RA;M;M;M;  T;29.15;29.84;5.5;21;7.7;16;290;14;280
4838;20091115;54;40;47;M;33;39;18;0;-;-; ;M;M;M;0.00;29.47;30.14;7.6;2;8.8;23;330;16;340
4838;20091116;47;44;46;M;35;41;19;0;-;-; ;M;M;M;0.00;29.51;30.21;12.2;6;12.3;29;50;20;60
4838;20091117;48;43;46;M;33;40;19;0;-;-;RA;M;M;M;0.07;29.41;30.13;13.0;6;13.1;29;70;22;60
4838;20091118;48;43;46;M;40;43;19;0;-;-;RA BR;M;M;M;0.13;29.36;30.07;3.3;10;5.6;18;40;14;30
4838;20091119;46;41;44;M;40;42;21;0;-;-;RA BR;M;M;M;0.06;29.36;30.07;3.8;21;4.6;14;260;10;240
4838;20091120;54;41;48;M;38;43;17;0;-;-;RA;M;M;M;  T;29.46;30.16;6.0;27;6.5;21;280;16;280
4838;20091121;54;32;43;M;36;40;22;0;-;-;BR HZ;M;M;M;0.00;29.48;30.19;0.9;13;1.3;13;190;9;150
4838;20091122;57;32;45;M;38;42;20;0;-;-;BR HZ;M;M;M;0.01;29.49;30.20;2.9;15;3.7;16;180;13;180
4838;20091123;48;41;45;M;41;43;20;0;-;-;BR HZ;M;M;M;0.00;29.44;30.16;3.2;9;3.5;12;130;8;60
4838;20091124;50;38;44;M;44;46;21;0;-;-;RA BR;M;M;M;0.75;29.22;29.97;4.1;12;4.5;25;150;17;150
4838;20091125;49;37;43;M;39;42;22;0;-;-;RA BR;M;M;M;0.15;29.05;29.76;7.9;25;8.4;24;260;17;260
4838;20091126;42;33;38;M;32;35;27;0;-;-;RA SN BR;M;M;M;0.20;29.16;29.85;12.3;30;13.6;36;320;26;320
4838;20091127;40;28;34;M;23;30;31;0;-;-; ;M;M;M;0.00;29.28;29.99;3.6;31;4.9;23;320;17;320
4838;20091128;53;28;41;M;31;35;24;0;-;-; ;M;M;M;0.00;29.12;29.85;2.3;18;2.7;10;190;9;190
4838;20091129;43;31;37;M;33;36;28;0;-;-;TSRA RA BR;M;M;M;0.02;29.15;29.84;6.3;34;6.5;20;350;15;330
4838;20091130;42;29;36;M;25;32;29;0;-;-; ;M;M;M;0.00;29.25;29.97;7.7;25;9.3;30;240;22;240
14819;20091101;52;34;43;M;31;39;22;0;-;-; ;M;M;M;0.00;29.49;30.18;4.6;18;5.1;16;170;12;180
14819;20091102;61;42;52;M;34;43;13;0;-;-;RA;M;M;M;  T;29.47;30.14;7.0;26;9.8;23;310;18;320
14819;20091103;48;34;41;M;24;35;24;0;-;-; ;M;M;M;0.00;29.64;30.33;0.9;31;6.3;17;330;13;330
14819;20091104;54;41;48;M;31;40;17;0;-;-; ;M;M;M;0.00;29.51;30.19;2.2;30;6.9;24;310;20;320
14819;20091105;54;36;45;M;28;38;20;0;-;-; ;M;M;M;0.00;29.64;30.32;6.6;27;7.2;29;300;23;320
14819;20091106;62;36;49;M;33;44;16;0;-;-; ;M;M;M;0.00;29.36;30.09;12.7;18;13.1;35;160;24;190
14819;20091107;70;51;61;M;47;53;4;0;-;-; ;M;M;M;0.00;29.21;29.88;9.5;22;10.2;30;240;23;250
14819;20091108;71;46;59;M;50;54;6;0;-;-;BR;M;M;M;0.00;29.41;30.06;7.2;19;7.6;28;190;17;190
14819;20091109;65;51;58;M;44;51;7;0;-;-; ;M;M;M;0.00;29.61;30.24;2.7;1;9.6;23;40;18;40
14819;20091110;54;45;50;M;40;46;15;0;-;-; ;M;M;M;0.00;29.77;30.43;10.7;5;11.1;24;60;18;70
14819;20091111;53;36;45;M;32;40;20;0;-;-; ;M;M;M;0.00;29.72;30.42;6.0;7;6.8;21;80;16;100
14819;20091112;55;33;44;M;28;39;21;0;-;-; ;M;M;M;0.00;29.46;30.18;6.4;15;6.7;20;160;14;140
14819;20091113;56;39;48;M;33;42;17;0;-;-; ;M;M;M;0.00;29.21;29.92;9.4;17;9.7;31;180;20;200
14819;20091114;64;47;56;M;44;50;9;0;-;-;RA HZ;M;M;M;  T;29.17;29.83;6.7;22;8.4;20;200;15;200
14819;20091115;56;43;50;M;36;41;15;0;-;-;RA HZ;M;M;M;0.01;29.46;30.11;10.4;2;11.4;23;20;18;40
14819;20091116;49;45;47;M;36;42;18;0;-;-;RA DZ;M;M;M;  T;29.49;30.17;16.7;6;16.8;32;80;25;70
14819;20091117;49;44;47;M;34;41;18;0;-;-;RA;M;M;M;0.07;29.40;30.09;16.7;6;16.8;33;50;28;60
14819;20091118;49;44;47;M;40;43;18;0;-;-;RA BR;M;M;M;0.32;29.37;30.05;5.1;11;7.3;20;70;16;70
14819;20091119;48;42;45;M;40;42;20;0;-;-;RA DZ BR HZ;M;M;M;0.01;29.39;30.06;5.9;21;7.3;22;180;15;260
14819;20091120;53;42;48;M;38;43;17;0;-;-; ;M;M;M;0.01;29.49;30.16;7.4;25;7.7;20;270;15;260
14819;20091121;53;36;45;M;37;42;20;0;-;-; ;M;M;M;0.00;29.50;30.18;2.8;14;3.5;16;110;10;120
14819;20091122;57;36;47;M;40;44;18;0;-;-;BR HZ;M;M;M;0.00;29.49;30.19;4.2;12;5.5;16;170;13;190
14819;20091123;49;42;46;M;41;43;19;0;-;-;BR HZ;M;M;M;0.00;29.44;30.14;4.3;10;4.8;13;90;10;110
14819;20091124;51;38;45;M;44;45;20;0;-;-;RA BR;M;M;M;0.67;29.24;29.96;6.0;14;6.8;25;120;20;120
14819;20091125;49;37;43;M;40;42;22;0;-;-;RA DZ BR;M;M;M;0.08;29.08;29.77;10.3;25;11.0;28;260;22;270
14819;20091126;42;34;38;M;32;36;27;0;-;-;RA;M;M;M;0.09;29.18;29.85;13.3;29;14.6;31;310;25;320
14819;20091127;40;30;35;M;24;31;30;0;-;-; ;M;M;M;0.00;29.31;29.99;4.1;29;6.9;12;170;8;170
14819;20091128;54;31;43;M;33;38;22;0;-;-; ;M;M;M;0.00;29.14;29.84;3.8;19;4.3;16;180;12;200
14819;20091129;45;35;40;M;36;38;25;0;-;-;RA BR;M;M;M;0.02;29.15;29.82;6.6;34;7.5;24;330;18;320
14819;20091130;41;30;36;M;26;32;29;0;-;-; ;M;M;M;0.00;29.28;29.98;8.4;27;10.1;26;240;18;240
94846;20091101;52;30;41;-4;33;39;24;0;624;1646; ;M;M;M;0.00;29.42;30.17;5.1;18;5.3;15;180;13;180
94846;20091102;59;42;51;6;34;42;14;0;625;1645;RA;M;M;M;0.01;29.41;30.13;6.9;27;10.4;25;320;21;320
94846;20091103;47;34;41;-4;25;34;24;0;626;1644; ;M;M;M;0.00;29.57;30.31;2.4;30;6.8;20;290;16;310
94846;20091104;52;40;46;2;32;40;19;0;628;1642; ;M;M;M;0.00;29.44;30.18;2.4;27;7.8;24;330;18;310
94846;20091105;55;35;45;1;28;37;20;0;629;1641; ;M;M;M;0.00;29.57;30.31;6.3;27;6.7;29;320;21;320
94846;20091106;62;34;48;5;35;44;17;0;630;1640; ;M;M;M;0.00;29.29;30.07;14.1;18;14.4;32;190;25;170
94846;20091107;71;46;59;16;46;51;6;0;631;1639; ;M;M;M;0.00;29.15;29.87;10.2;22;10.6;32;210;24;200
94846;20091108;70;45;58;16;49;54;7;0;633;1638;BR HZ;M;M;M;0.00;29.34;30.05;6.2;18;8.2;28;210;22;210
94846;20091109;63;50;57;15;44;50;8;0;634;1637; ;M;M;M;0.00;29.55;30.25;2.1;34;8.8;29;30;16;40
94846;20091110;55;39;47;5;40;45;18;0;635;1636; ;M;M;M;0.00;29.71;30.44;7.7;4;8.3;31;60;15;50
94846;20091111;54;35;45;4;32;39;20;0;636;1635; ;M;M;M;0.00;29.66;30.42;4.7;6;6.0;24;60;17;90
94846;20091112;56;28;42;1;29;37;23;0;638;1634; ;M;M;M;0.00;29.39;30.17;6.7;16;6.8;20;150;15;160
94846;20091113;55;33;44;4;33;41;21;0;639;1633; ;M;M;M;0.00;29.14;29.90;9.5;18;9.7;24;200;20;200
94846;20091114;63;43;53;13;44;49;12;0;640;1632; ;M;M;M;  T;29.10;29.83;5.8;21;8.1;18;340;14;180
94846;20091115;55;41;48;8;33;40;17;0;641;1631; ;M;M;M;  T;29.41;30.12;10.0;2;11.0;30;60;18;30
94846;20091116;48;44;46;7;36;41;19;0;642;1630;RA;M;M;M;  T;29.44;30.17;16.0;6;16.1;33;50;23;60
94846;20091117;47;44;46;7;34;40;19;0;644;1629;RA;M;M;M;0.05;29.34;30.10;15.6;6;15.8;35;60;24;60
