WBAN;YearMonthDay;Tmax;Tmin;Tavg;Depart;DewPoint;WetBulb;Heat;Cool;Sunrise;Sunset;CodeSum;Depth;Water1;SnowFall;PrecipTotal;StnPressure;SeaLevel;ResultSpeed;ResultDir;AvgSpeed;Max5Speed;Max5Dir;Max2Speed;Max2Dir
4838;20121109;55;32;44;M;39;43;21;0;-;-;BR HZ;M;M;M;0.00;29.34;30.07;1.1;12;3.1;12;170;9;180
4838;20121110;66;49;58;M;49;53;7;0;-;-;RA BR;M;M;M;0.03;29.24;29.95;9.8;18;10.1;36;200;25;190
4838;20121111;69;40;55;M;49;53;10;0;-;-;RA BR;M;M;M;0.29;29.18;29.87;16.5;20;18.0;49;180;36;190
4838;20121112;40;28;34;M;23;29;31;0;-;-;RA SN;M;M;M;  T;29.49;30.15;12.7;26;13.1;31;260;22;280
4838;20121113;40;23;32;M;20;27;33;0;-;-; ;M;M;M;0.00;29.77;30.47;2.7;27;3.1;18;290;14;290
4838;20121114;46;26;36;M;24;31;29;0;-;-; ;M;M;M;0.00;29.75;30.48;5.2;18;5.3;17;180;14;180
4838;20121115;47;26;37;M;27;32;28;0;-;-;BR HZ;M;M;M;0.00;29.66;30.39;3.0;18;3.1;12;200;9;200
4838;20121116;55;26;41;M;30;35;24;0;-;-;BR HZ;M;M;M;0.00;29.75;30.47;0.6;13;1.4;15;40;10;50
4838;20121117;54;24;39;M;30;35;26;0;-;-;BR HZ;M;M;M;0.00;29.79;30.52;2.6;16;2.9;16;170;13;170
4838;20121118;56;28;42;M;31;37;23;0;-;-;BR HZ;M;M;M;0.00;29.67;30.42;2.6;17;2.8;13;160;10;160
4838;20121119;59;36;48;M;36;43;17;0;-;-;RA;M;M;M;0.04;29.49;30.23;5.8;18;6.0;18;170;14;160
4838;20121120;57;35;46;M;42;45;19;0;-;-;BR HZ;M;M;M;0.00;29.44;30.14;1.5;33;2.3;12;320;9;320
4838;20121121;55;32;44;M;41;43;21;0;-;-;FG+ BR HZ;M;M;M;0.01;29.46;30.18;5.1;20;5.1;16;210;13;200
4838;20121122;64;42;53;M;44;48;12;0;-;-;RA BR HZ;M;M;M;0.15;29.21;29.92;13.2;20;14.8;33;280;26;270
4838;20121123;42;27;35;M;20;28;30;0;-;-; ;M;M;M;0.00;29.39;30.08;17.0;29;17.7;41;290;30;300
4838;20121124;32;25;29;M;17;25;36;0;-;-; ;M;M;M;0.00;29.44;30.18;4.1;27;8.4;24;310;18;320
4838;20121125;42;28;35;M;23;30;30;0;-;-; ;M;M;M;0.00;29.25;29.96;4.1;26;6.4;18;200;15;200
4838;20121126;36;21;29;M;17;25;36;0;-;-; ;M;M;M;0.00;29.58;30.27;6.3;33;6.5;18;350;13;350
4838;20121127;33;16;25;M;11;22;40;0;-;-; ;M;M;M;0.00;29.62;30.35;4.2;25;5.8;16;250;12;240
4838;20121128;44;27;36;M;19;29;29;0;-;-; ;M;M;M;0.00;29.61;30.34;3.9;26;5.4;17;250;13;260
4838;20121129;50;30;40;M;29;36;25;0;-;-; ;M;M;M;0.00;29.46;30.19;6.5;19;6.9;18;170;14;180
4838;20121130;49;34;42;M;34;39;23;0;-;-;BR HZ;M;M;M;0.00;29.42;30.13;2.5;6;3.5;16;30;13;40
14819;20121101;53;35;44;M;23;36;21;0;-;-; ;M;M;M;0.00;29.20;29.88;7.0;31;8.2;20;270;15;280
14819;20121102;50;35;43;M;29;37;22;0;-;-; ;M;M;M;0.00;29.42;30.08;7.8;36;8.9;21;350;16;340
14819;20121103;45;38;42;M;32;38;23;0;-;-; ;M;M;M;0.00;29.52;30.19;5.7;5;8.3;18;70;15;50
14819;20121104;50;35;43;M;30;37;22;0;-;-; ;M;M;M;0.00;29.53;30.22;4.9;36;6.6;16;50;13;30
14819;20121105;43;33;38;M;30;36;27;0;-;-; ;M;M;M;0.00;29.49;30.19;3.2;8;5.6;17;110;14;110
14819;20121106;42;31;37;M;32;35;28;0;-;-;RA BR;M;M;M;0.10;29.28;30.00;5.7;18;6.0;20;160;13;170
14819;20121107;48;40;44;M;36;41;21;0;-;-;RA BR HZ;M;M;M;0.01;29.41;30.08;2.8;9;3.2;12;80;8;90
14819;20121108;46;40;43;M;36;40;22;0;-;-;BR HZ;M;M;M;0.00;29.48;30.16;4.9;21;5.8;22;180;14;210
14819;20121109;58;38;48;M;39;45;17;0;-;-;BR HZ;M;M;M;0.00;29.36;30.05;5.6;17;6.1;20;170;12;160
14819;20121110;68;54;61;M;48;53;4;0;-;-;TSRA RA;M;M;M;0.36;29.28;29.94;12.0;18;12.4;37;200;26;200
14819;20121111;70;42;56;M;48;53;9;0;-;-;RA BR;M;M;M;0.29;29.22;29.87;16.7;19;17.7;48;170;35;190
14819;20121112;42;30;36;M;23;31;29;0;-;-;RA DZ SN;M;M;M;0.03;29.52;30.17;16.4;26;17.0;35;230;25;240
14819;20121113;41;26;34;M;19;28;31;0;-;-; ;M;M;M;0.00;29.80;30.47;3.4;26;5.1;22;290;17;290
14819;20121114;45;31;38;M;23;32;27;0;-;-; ;M;M;M;0.00;29.77;30.48;5.2;17;5.6;24;170;14;180
14819;20121115;48;31;40;M;26;34;25;0;-;-; ;M;M;M;0.00;29.69;30.39;2.9;20;3.1;13;160;8;200
14819;20121116;54;32;43;M;28;37;22;0;-;-; ;M;M;M;0.00;29.78;30.46;1.7;17;2.5;18;150;8;200
14819;20121117;54;31;43;M;30;38;22;0;-;-;HZ;M;M;M;0.00;29.82;30.51;3.2;15;4.0;18;150;12;140
14819;20121118;57;35;46;M;30;40;19;0;-;-;HZ;M;M;M;0.00;29.70;30.41;5.0;14;5.1;16;140;12;140
14819;20121119;59;42;51;M;35;43;14;0;-;-;RA;M;M;M;0.04;29.52;30.23;6.0;18;6.4;21;170;13;190
14819;20121120;58;42;50;M;42;46;15;0;-;-;BR HZ;M;M;M;  T;29.46;30.13;1.1;31;3.6;14;350;10;330
14819;20121121;55;37;46;M;42;45;19;0;-;-;FG+ BR HZ;M;M;M;0.00;29.49;30.18;5.6;20;5.7;22;220;14;210
14819;20121122;63;45;54;M;44;49;11;0;-;-;RA HZ;M;M;M;0.17;29.24;29.93;13.3;20;15.0;40;280;28;290
14819;20121123;45;29;37;M;20;29;28;0;-;-; ;M;M;M;0.00;29.42;30.09;16.8;28;17.3;40;300;30;290
14819;20121124;33;26;30;M;17;26;35;0;-;-; ;M;M;M;0.00;29.47;30.18;4.2;27;8.5;22;330;18;340
14819;20121125;45;30;38;M;22;31;27;0;-;-; ;M;M;M;0.00;29.27;29.97;4.8;25;7.3;20;210;15;200
14819;20121126;37;26;32;M;16;27;33;0;-;-; ;M;M;M;0.00;29.59;30.27;8.1;34;8.5;17;360;14;10
14819;20121127;35;20;28;M;10;23;37;0;-;-; ;M;M;M;0.00;29.64;30.36;5.8;26;7.9;16;240;12;250
14819;20121128;45;28;37;M;19;30;28;0;-;-; ;M;M;M;0.00;29.64;30.35;5.8;24;6.9;20;200;14;200
14819;20121129;52;33;43;M;28;37;22;0;-;-; ;M;M;M;0.00;29.49;30.20;8.2;18;8.5;23;160;15;190
14819;20121130;53;41;47;M;33;40;18;0;-;-;HZ;M;M;M;0.00;29.44;30.12;2.0;9;4.8;14;30;13;30
94846;20121101;54;34;44;-1;24;36;21;0;624;1646; ;0;M;0.0;0.00;29.13;29.86;8.4;32;9.2;21;360;17;360
94846;20121102;48;34;41;-4;29;36;24;0;625;1645; ;0;M;0.0;0.00;29.36;30.06;6.4;1;8.1;22;30;16;360
94846;20121103;45;36;41;-4;33;38;24;0;626;1644;RA;0;M;0.0;  T;29.45;30.18;5.7;3;6.9;25;60;14;20
94846;20121104;48;32;40;-4;30;36;25;0;628;1642; ;0;M;0.0;0.00;29.46;30.21;4.6;36;6.0;23;50;13;50
94846;20121105;44;32;38;-6;30;36;27;0;629;1641; ;0;M;0.0;0.00;29.42;30.17;3.1;6;5.6;21;60;13;100
94846;20121106;42;29;36;-7;33;36;29;0;630;1640;RA BR;0;M;0.0;0.13;29.21;29.98;6.5;18;6.8;15;180;13;170
94846;20121107;47;40;44;1;38;41;21;0;631;1639;RA BR HZ;0;M;0.0;0.03;29.34;30.06;3.0;6;3.8;17;60;8;60
94846;20121108;45;35;40;-2;36;39;25;0;633;1638;BR HZ;0;M;0.0;0.00;29.41;30.14;5.8;21;6.7;20;220;15;200
94846;20121109;56;33;45;3;40;43;20;0;634;1637;BR HZ;0;M;0.0;0.00;29.29;30.04;3.4;14;5.1;12;150;9;150
94846;20121110;66;50;58;16;50;53;7;0;635;1636;TSRA HZ;0;M;0.0;0.22;29.19;29.93;11.7;18;11.8;36;200;28;190
94846;20121111;70;40;55;14;50;53;10;0;636;1635;RA BR;0;M;0.0;0.29;29.14;29.85;18.0;20;19.9;58;180;40;190
94846;20121112;40;29;35;-6;24;30;30;0;638;1634;RA SN;0;M;  T;  T;29.44;30.13;18.8;26;19.2;32;260;24;270
94846;20121113;41;24;33;-7;21;28;32;0;639;1633; ;0;M;0.0;0.00;29.72;30.44;6.0;25;7.7;17;300;17;300
94846;20121114;45;29;37;-3;24;32;28;0;640;1632; ;0;M;0.0;0.00;29.69;30.45;9.5;19;9.7;13;180;13;180
94846;20121115;48;30;39;-1;27;33;26;0;641;1631; ;0;M;0.0;0.00;29.61;30.37;5.1;20;5.3;10;200;9;200
94846;20121116;54;27;41;2;31;37;24;0;642;1630; ;0;M;0.0;0.00;29.70;30.44;0.7;7;1.4;16;40;10;40
94846;20121117;55;26;41;2;31;37;24;0;644;1629;BR HZ;0;M;0.0;0.00;29.73;30.49;4.0;16;4.2;14;140;12;140
94846;20121118;57;31;44;6;32;38;21;0;645;1629;BR HZ;0;M;0.0;0.00;29.62;30.39;4.9;15;5.0;12;130;10;130
94846;20121119;59;36;48;10;37;43;17;0;646;1628; ;0;M;0.0;0.01;29.44;30.21;6.7;18;7.0;18;200;15;190
94846;20121120;58;40;49;12;43;46;16;0;647;1627;BR HZ;0;M;0.0;0.00;29.39;30.11;1.2;33;3.5;23;60;12;340
94846;20121121;54;34;44;7;42;44;21;0;648;1626;FG+ FG BR HZ;0;M;0.0;0.00;29.41;30.16;6.0;21;6.1;22;210;15;210
94846;20121122;63;42;53;16;45;49;12;0;650;1626;RA BR;0;M;0.0;0.27;29.16;29.90;15.3;21;17.2;38;190;31;270
94846;20121123;42;28;35;-1;22;29;30;0;651;1625;SN;0;M;  T;  T;29.34;30.06;19.0;29;19.6;38;290;30;270
94846;20121124;32;24;28;-8;18;26;37;0;652;1625; ;0;M;0.0;0.00;29.39;30.15;4.6;27;9.9;20;340;15;210
94846;20121125;43;29;36;1;23;31;29;0;653;1624; ;0;M;0.0;0.00;29.20;29.94;6.1;26;8.9;17;210;17;210
94846;20121126;36;23;30;-5;17;26;35;0;654;1623; ;0;M;0.0;0.00;29.52;30.24;9.0;35;9.1;18;350;15;340
94846;20121127;33;17;25;-9;11;22;40;0;655;1623; ;0;M;0.0;0.00;29.56;30.32;5.6;26;7.5;20;230;14;250
94846;20121128;44;27;36;2;20;29;29;0;657;1623; ;0;M;0.0;0.00;29.56;30.32;7.1;25;8.1;17;260;14;250
94846;20121129;51;33;42;8;29;37;23;0;658;1622; ;0;M;0.0;0.00;29.41;30.17;8.6;19;9.1;18;180;14;170
94846;20121130;51;36;44;11;34;39;21;0;659;1622;BR HZ;0;M;0.0;0.00;29.36;30.10;2.8;7;4.9;21;30;13;40
4838;20121201;61;28;45;M;42;45;20;0;-;-;RA BR HZ;M;M;M;  T;29.29;30.02;8.9;19;8.7;31;200;24;200
4838;20121202;64;42;53;M;48;50;12;0;-;-;RA BR HZ;M;M;M;0.05;29.30;29.99;2.1;22;5.5;25;190;20;200
4838;20121203;69;46;58;M;55;57;7;0;-;-;FG+ FG BR HZ;M;M;M;0.08;29.18;29.89;10.5;19;11.3;40;200;28;200
4838;20121204;60;35;48;M;34;43;17;0;-;-;HZ;M;M;M;  T;29.45;30.11;9.0;30;9.5;24;270;18;280
4838;20121205;39;26;33;M;24;30;32;0;-;-; ;M;M;M;0.00;29.65;30.36;2.9;2;5.4;16;360;12;350
4838;20121206;46;31;39;M;32;37;26;0;-;-; ;M;M;M;0.00;29.31;30.06;7.5;18;7.8;20;190;15;180
4838;20121207;46;40;43;M;36;39;22;0;-;-;RA BR;M;M;M;0.10;29.23;29.96;4.5;1;5.6;15;30;12;40
4838;20121208;42;35;39;M;33;36;26;0;-;-;RA BR;M;M;M;0.15;29.33;30.03;6.4;2;8.8;21;40;15;20
4838;20121209;41;34;38;M;36;38;27;0;-;-;RA BR;M;M;M;0.21;29.13;29.87;2.3;13;6.2;24;280;17;280
4838;20121210;37;28;33;M;26;30;32;0;-;-;BR;M;M;M;0.00;29.15;29.85;8.2;30;9.0;24;240;16;320
4838;20121211;35;24;30;M;21;27;35;0;-;-; ;M;M;M;0.00;29.36;30.04;8.9;22;9.4;25;210;20;200
4838;20121212;45;25;35;M;23;31;30;0;-;-; ;M;M;M;0.00;29.55;30.26;9.4;19;9.7;24;190;20;200
4838;20121213;49;32;41;M;26;34;24;0;-;-; ;M;M;M;0.00;29.48;30.20;11.4;20;11.6;30;200;23;190
4838;20121214;50;25;38;M;29;34;27;0;-;-; ;M;M;M;0.00;29.42;30.16;2.0;15;2.4;10;170;8;160
4838;20121215;50;39;45;M;40;43;20;0;-;-;RA BR;M;M;M;0.36;29.01;29.76;8.5;17;9.6;23;160;17;180
4838;20121216;49;38;44;M;38;40;21;0;-;-; ;M;M;M;0.01;28.97;29.68;7.4;26;8.4;20;300;14;290
4838;20121217;39;29;34;M;30;34;31;0;-;-;BR;M;M;M;0.00;29.03;29.72;4.0;33;4.5;13;350;10;350
4838;20121218;39;29;34;M;30;33;31;0;-;-;RA BR HZ;M;M;M;0.01;29.03;29.73;2.2;21;5.9;22;300;17;310
4838;20121219;42;31;37;M;31;34;28;0;-;-;RA BR HZ;M;M;M;0.04;29.28;30.00;2.1;4;5.5;25;80;17;50
4838;20121220;49;33;41;M;38;39;24;0;-;-;RA SN BR;M;M;M;1.20;28.61;29.33;3.5;35;13.9;44;310;33;320
4838;20121221;33;19;26;M;20;24;39;0;-;-;SN BR;M;M;M;  T;29.29;29.96;18.6;31;18.7;44;310;32;310
4838;20121222;32;16;24;M;16;21;41;0;-;-; ;M;M;M;0.00;29.39;30.11;3.0;23;4.6;14;190;12;320
4838;20121223;34;19;27;M;22;25;38;0;-;-;BR;M;M;M;0.00;29.29;30.02;4.1;35;4.6;14;30;10;40
4838;20121224;34;27;31;M;24;28;34;0;-;-; ;M;M;M;0.00;29.26;29.96;5.5;35;6.8;21;350;16;320
4838;20121225;33;24;29;M;21;25;36;0;-;-;SN FZFG BR;M;M;M;  T;29.56;30.27;7.1;35;8.4;24;60;16;60
4838;20121226;33;27;30;M;22;28;35;0;-;-;UP;M;M;M;  T;29.38;30.10;12.7;2;14.0;32;20;23;30
4838;20121227;33;27;30;M;24;28;35;0;-;-;SN BR;M;M;M;  T;29.44;30.17;6.5;34;6.9;21;340;15;350
4838;20121228;32;28;30;M;27;29;35;0;-;-;SN BR HZ;M;M;M;0.03;29.29;30.03;2.4;15;2.4;13;170;9;150
4838;20121229;31;19;25;M;22;25;40;0;-;-;SN BR HZ;M;M;M;  T;29.34;30.03;10.3;30;10.5;28;300;20;310
4838;20121230;33;14;24;M;17;23;41;0;-;-;HZ;M;M;M;0.00;29.52;30.25;7.6;22;8.5;29;180;20;200
4838;20121231;34;19;27;M;19;25;38;0;-;-; ;M;M;M;0.00;29.36;30.08;7.0;28;9.6;23;230;17;200
14819;20121201;60;37;49;M;43;47;16;0;-;-;BR HZ;M;M;M;0.00;29.32;30.02;9.3;19;9.3;29;180;22;200
14819;20121202;66;47;57;M;49;52;8;0;-;-;RA BR HZ;M;M;M;0.01;29.31;29.98;2.6;21;6.9;26;200;18;200
14819;20121203;72;47;60;M;55;58;5;0;-;-;RA FG+ FG BR HZ;M;M;M;0.01;29.21;29.88;13.0;19;13.5;37;200;28;200
14819;20121204;62;42;52;M;33;44;13;0;-;-; ;M;M;M;  T;29.47;30.09;10.0;30;10.8;24;260;18;270
14819;20121205;42;30;36;M;24;32;29;0;-;-; ;M;M;M;0.00;29.66;30.35;4.6;4;8.7;20;350;15;70
14819;20121206;47;34;41;M;31;37;24;0;-;-; ;M;M;M;  T;29.34;30.07;7.5;18;8.1;24;170;15;210
14819;20121207;46;43;45;M;37;41;20;0;-;-;RA DZ BR;M;M;M;0.08;29.24;29.94;5.1;1;6.6;15;30;13;40
14819;20121208;43;39;41;M;34;38;24;0;-;-;RA DZ SN BR;M;M;M;0.09;29.34;30.01;8.8;3;11.5;22;60;17;80
14819;20121209;42;37;40;M;36;38;25;0;-;-;RA DZ BR;M;M;M;0.16;29.15;29.86;2.8;13;8.8;29;250;18;260
14819;20121210;39;27;33;M;26;30;32;0;-;-;SN BR;M;M;M;  T;29.17;29.86;9.7;28;10.4;28;270;21;260
14819;20121211;36;25;31;M;21;28;34;0;-;-;SN;M;M;M;  T;29.39;30.06;9.7;22;10.0;28;220;21;200
14819;20121212;45;27;36;M;23;31;29;0;-;-; ;M;M;M;0.00;29.59;30.27;9.5;19;9.7;26;200;18;210
14819;20121213;49;33;41;M;25;34;24;0;-;-; ;M;M;M;0.00;29.52;30.22;11.7;20;11.8;32;200;25;200
14819;20121214;50;31;41;M;28;36;24;0;-;-; ;M;M;M;0.00;29.45;30.17;4.3;17;4.6;17;140;10;160
14819;20121215;51;42;47;M;39;43;18;0;-;-;RA DZ BR;M;M;M;0.21;29.05;29.76;10.0;17;11.1;32;320;20;150
14819;20121216;51;39;45;M;38;41;20;0;-;-;DZ BR;M;M;M;  T;29.00;29.68;9.5;25;10.3;23;260;17;250
14819;20121217;41;34;38;M;30;35;27;0;-;-;HZ;M;M;M;0.00;29.04;29.72;3.6;32;4.7;13;10;12;360
14819;20121218;42;32;37;M;30;34;28;0;-;-;RA HZ;M;M;M;  T;29.05;29.73;4.6;21;8.9;26;130;20;310
14819;20121219;43;34;39;M;31;35;26;0;-;-;RA HZ;M;M;M;0.04;29.29;29.99;3.2;5;8.0;25;100;20;320
14819;20121220;50;33;42;M;38;40;23;0;-;-;RA SN BR;M;M;M;1.12;28.61;29.32;1.3;14;16.9;41;320;33;310
14819;20121221;33;21;27;M;19;25;38;0;-;-;SN BR;M;M;M;  T;29.31;29.95;19.2;31;19.4;45;310;30;300
14819;20121222;33;18;26;M;17;23;39;0;-;-; ;M;M;M;0.00;29.41;30.13;3.9;23;5.8;15;190;12;210
14819;20121223;36;22;29;M;23;28;36;0;-;-; ;M;M;M;0.00;29.31;30.01;5.2;1;6.4;18;60;15;50
14819;20121224;35;30;33;M;24;29;32;0;-;-;SN;M;M;M;  T;29.28;29.95;6.0;1;10.2;21;330;17;330
14819;20121225;34;28;31;M;22;28;34;0;-;-;SN;M;M;M;  T;29.57;30.25;8.4;1;11.4;26;50;22;60
14819;20121226;33;29;31;M;22;29;34;0;-;-;SN;M;M;M;  T;29.36;30.08;17.0;3;18.9;37;20;29;30
14819;20121227;33;29;31;M;24;28;34;0;-;-;SN;M;M;M;  T;29.46;30.17;7.2;34;8.4;20;340;16;330
14819;20121228;33;31;32;M;26;29;33;0;-;-;SN BR HZ;M;M;M;  T;29.31;30.04;3.8;16;5.2;16;150;12;140
14819;20121229;32;22;27;M;22;26;38;0;-;-;SN;M;M;M;  T;29.36;30.04;12.2;29;12.5;26;300;20;290
14819;20121230;34;16;25;M;18;24;40;0;-;-; ;M;M;M;0.00;29.55;30.27;9.6;22;10.5;26;180;18;200
14819;20121231;36;22;29;M;20;27;36;0;-;-; ;M;M;M;0.00;29.39;30.09;8.4;26;11.3;25;240;21;240
94846;20121201;59;29;44;11;44;46;21;0;660;1622;RA BR HZ;0;M;0.0;  T;29.26;30.00;9.5;19;9.4;31;200;25;200
94846;20121202;63;44;54;22;49;52;11;0;701;1621;RA BR HZ;0;M;0.0;0.06;29.24;29.97;2.3;23;7.5;27;210;20;210
94846;20121203;70;46;58;26;56;58;7;0;702;1621;RA DZ FG+ FG BR;0;M;0.0;  T;29.13;29.86;12.0;20;13.0;39;200;30;200
94846;20121204;59;38;49;18;34;43;16;0;703;1621; ;0;M;0.0;0.00;29.39;30.09;10.1;30;10.7;25;20;20;330
94846;20121205;40;27;34;3;24;31;31;0;704;1621; ;0;M;0.0;0.00;29.59;30.33;4.1;5;8.4;23;50;15;330
94846;20121206;46;32;39;8;32;37;26;0;705;1621; ;0;M;0.0;  T;29.59;30.04;8.5;18;8.4;18;170;15;180
94846;20121207;46;41;44;14;37;40;21;0;706;1620;RA BR;0;M;0.0;0.08;29.18;29.93;5.5;2;7.2;22;20;13;330
94846;20121208;42;36;39;9;33;36;26;0;707;1620;RA BR;0;M;0.0;0.15;29.28;30.00;9.6;3;12.1;28;40;18;10
94846;20121209;41;35;38;8;37;38;27;0;708;1620;RA DZ BR;0;M;  T;0.21;29.08;29.84;3.1;11;9.1;24;280;20;280
94846;20121210;38;31;35;6;27;30;30;0;708;1620;SN BR;0;M;  T;  T;29.09;29.83;9.6;30;11.3;25;10;20;250
94846;20121211;34;24;29;0;22;27;36;0;709;1620; ;0;M;  T;  T;29.31;30.02;9.7;22;10.2;29;210;22;230
94846;20121212;46;28;37;9;24;32;28;0;710;1621; ;0;M;0.0;0.00;29.51;30.23;10.6;20;11.1;24;200;20;200
94846;20121213;49;32;41;13;26;35;24;0;711;1621; ;0;M;0.0;0.00;29.43;30.18;13.3;21;13.5;32;220;25;210
94846;20121214;50;26;38;10;29;35;27;0;712;1621; ;0;M;0.0;0.00;29.37;30.13;5.6;17;6.2;12;150;12;160
94846;20121215;50;37;44;17;41;43;21;0;712;1621;RA DZ BR;0;M;0.0;0.34;28.96;29.74;9.8;17;11.3;26;180;21;160
94846;20121216;49;38;44;17;38;41;21;0;713;1621;DZ;0;M;0.0;  T;28.92;29.66;9.8;26;10.3;22;260;18;260
94846;20121217;40;30;35;8;31;35;30;0;714;1622; ;0;M;0.0;0.00;28.97;29.70;3.9;33;5.2;21;30;10;350
94846;20121218;41;31;36;10;31;34;29;0;714;1622;RA SN BR HZ;0;M;  T;  T;28.97;29.70;3.1;20;7.5;25;320;20;320
94846;20121219;43;32;38;12;31;35;27;0;715;1623;RA BR HZ;0;M;0.0;0.08;29.22;29.97;2.8;7;8.4;30;100;22;90
94846;20121220;49;33;41;15;39;40;24;0;715;1623;RA SN BR;0;M;0.2;1.26;28.50;29.29;2.0;3;17.7;45;320;33;320
94846;20121221;33;20;27;1;20;25;38;0;716;1623;SN BR;  T;M;0.1;0.01;29.24;29.93;20.4;31;20.5;44;310;36;310
94846;20121222;32;17;25;0;17;22;40;0;717;1624; ;0;M;0.0;0.00;29.34;30.09;4.4;23;6.5;15;310;12;320
94846;20121223;34;21;28;3;23;26;37;0;717;1624; ;0;M;0.0;0.00;29.23;29.99;5.5;1;6.7;30;50;13;60
94846;20121224;34;28;31;6;25;29;34;0;717;1625;SN;0;M;  T;  T;29.20;29.93;7.3;36;9.9;23;20;17;340
94846;20121225;33;25;29;4;22;26;36;0;718;1626;SN BR;0;M;0.1;0.01;29.50;30.24;8.1;36;9.4;32;50;20;60
94846;20121226;33;28;31;7;23;28;34;0;718;1626; ;0;M;  T;  T;29.31;30.06;15.7;3;17.2;35;30;28;40
94846;20121227;33;28;31;7;24;28;34;0;718;1627;SN;0;M;  T;  T;29.39;30.14;7.3;34;7.7;22;30;16;340
94846;20121228;32;29;31;7;27;29;34;0;719;1628;SN BR;0;M;0.3;0.01;29.23;30.01;3.8;17;4.2;15;160;13;160
94846;20121229;32;20;26;2;22;25;39;0;719;1628;SN BR;0;M;0.2;  T;29.28;30.01;12.0;30;12.4;24;280;20;290
94846;20121230;33;14;24;1;18;23;41;0;719;1629;BR;0;M;0.0;0.00;29.47;30.23;11.2;23;12.5;29;210;21;210
94846;20121231;35;20;28;5;20;26;37;0;719;1630; ;0;M;0.0;0.00;29.31;30.06;8.1;27;11.8;26;240;21;210
4838;20130101;24;11;18;M;4;13;47;0;-;-; ;M;M;M;0.00;29.49;30.22;7.4;31;7.9;20;360;14;350
4838;20130102;30;10;20;M;8;17;45;0;-;-; ;M;M;M;0.00;29.43;30.18;7.2;21;7.8;20;190;15;190
4838;20130103;30;18;24;M;18;23;41;0;-;-;HZ;M;M;M;0.00;29.49;30.20;8.8;27;9.3;25;300;17;280
4838;20130104;36;14;25;M;16;22;40;0;-;-; ;M;M;M;0.00;29.48;30.21;10.2;24;10.3;29;270;21;260
4838;20130105;40;19;30;M;25;29;35;0;-;-;SN BR;M;M;M;0.05;29.36;30.12;7.0;20;8.1;25;230;18;230
4838;20130106;36;19;28;M;22;26;37;0;-;-;BR HZ;M;M;M;0.00;29.45;30.15;7.8;28;9.2;28;320;21;310
4838;20130107;41;18;30;M;21;27;35;0;-;-;BR;M;M;M;0.00;29.48;30.22;11.0;19;11.1;30;190;23;190
4838;20130108;44;24;34;M;25;31;31;0;-;-;BR HZ;M;M;M;0.00;29.39;30.13;8.6;19;8.8;25;180;21;180
4838;20130109;49;25;37;M;25;33;28;0;-;-; ;M;M;M;  T;29.62;30.28;10.2;26;11.1;37;280;26;270
4838;20130110;44;21;33;M;28;32;32;0;-;-;RA BR;M;M;M;0.54;29.52;30.29;5.1;12;5.8;24;120;14;130
4838;20130111;52;41;47;M;46;47;18;0;-;-;RA BR;M;M;M;0.33;29.02;29.77;10.6;19;11.5;28;200;21;200
4838;20130112;53;30;42;M;34;39;23;0;-;-;RA FZRA UP;M;M;M;  T;29.18;29.89;8.0;25;11.3;29;200;21;210
4838;20130113;30;13;22;M;19;23;43;0;-;-;FZRA BR;M;M;M;  T;29.37;30.05;9.3;29;10.1;25;280;18;280
4838;20130114;27;11;19;M;9;16;46;0;-;-; ;M;M;M;0.00;29.72;30.43;4.1;28;4.6;17;280;12;280
4838;20130115;31;12;22;M;12;19;43;0;-;-; ;M;M;M;0.09;29.59;30.35;1.0;21;1.3;9;200;8;200
4838;20130116;37;14;26;M;18;24;39;0;-;-; ;M;M;M;0.00;29.26;30.01;7.9;23;8.6;30;210;21;230
4838;20130117;34;19;27;M;10;21;38;0;-;-; ;M;M;M;0.00;29.64;30.33;6.6;32;7.1;23;310;18;320
4838;20130118;44;15;30;M;22;29;35;0;-;-; ;M;M;M;0.00;29.40;30.17;13.4;20;13.8;40;200;31;190
4838;20130119;47;25;36;M;28;35;29;0;-;-; ;M;M;M;0.00;29.13;29.86;12.3;24;14.2;47;290;33;290
4838;20130120;25;12;19;M;2;13;46;0;-;-; ;M;M;M;0.00;29.54;30.24;11.2;30;11.5;37;270;26;280
4838;20130121;13;2;8;M;-3;7;57;0;-;-;SN HZ;M;M;M;  T;29.49;30.22;13.5;29;13.7;30;320;22;290
4838;20130122;11;-3;4;M;-6;4;61;0;-;-; ;M;M;M;0.00;29.64;30.37;9.1;30;9.6;23;300;16;300
4838;20130123;19;8;14;M;4;12;51;0;-;-;SN HZ;M;M;M;  T;29.53;30.26;6.0;28;8.4;32;350;23;340
4838;20130124;20;4;12;M;1;11;53;0;-;-;SN;M;M;M;  T;29.80;30.55;1.5;31;8.9;25;350;17;340
4838;20130125;27;18;23;M;13;19;42;0;-;-;SN BR HZ;M;M;M;  T;29.40;30.14;4.7;23;9.7;26;280;20;300
4838;20130126;29;11;20;M;8;17;45;0;-;-; ;M;M;M;0.06;29.65;30.38;1.3;31;4.7;20;300;14;320
4838;20130127;36;23;30;M;23;27;35;0;-;-;RA FZRA SN BR UP HZ;M;M;M;0.44;29.44;30.20;10.5;16;10.7;33;140;26;150
4838;20130128;48;36;42;M;39;41;23;0;-;-;RA BR VCTS;M;M;M;0.14;29.19;29.93;3.8;21;7.0;22;240;16;270
