Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
94846,20070213,27,15,  21 ,  -5, 17, 20, 44,  0,SN FG BLSN ,M  ,-,M   , 0.39,29.38,30.17, 18.6,5,19.8, 36,5, 30,5
94846,20070214,21,7,  14 , -13,  5, 11, 51,  0,SN FG FZFG BLSN ,M  ,-,M   , 0.03,29.47,30.26, 11.4,34,11.8, 22,36, 17,34
94846,20070215,14,2,   8 , -19, -4,  5, 57,  0,-,M  ,-,M   , 0.00,29.46,30.25, 10.9,30,12.0, 23,32, 18,31
94846,20070216,19,-4,   8 , -19, -1,  7, 57,  0,SN FG ,M  ,-,M   ,  T  ,29.19,29.98, 12.1,22,13.6, 29,22, 25,20
94846,20070217,26,16,  21 ,  -7, 13, 18, 44,  0,SN FG ,10 ,-,1.9 , 0.08,29.11,29.88,  7.6,32, 9.5, 24,30, 20,33
94846,20070218,22,11,  17 , -11,  3, 14, 48,  0,-,M  ,-,M   , 0.00,29.36,30.13,  6.2,28, 9.1, 20,33, 17,32
94846,20070219,42,13,  28 ,   0, 22, 28, 37,  0,-,M  ,-,M   , 0.00,28.93,29.70, 14.8,21,16.1, 38,22, 31,22
94846,20070220,45,30,  38*,   9, 30, 34, 27,  0,FG HZ ,M  ,-,M   , 0.00,28.97,29.72,  4.0,28, 5.3, 16,33, 14,33
94846,20070221,48*,23,  36 ,   7, 31, 34, 29,  0,FG HZ ,M  ,-,M   , 0.00,29.08,29.83,  8.7,22, 9.3, 23,23, 18,22
94846,20070222,40,27,  34 ,   5, 23, 30, 31,  0,HZ ,M  ,-,M   , 0.00,29.32,30.09, 14.7,30,15.6, 40,30, 31,30
94846,20070223,33,23,  28 ,  -2, 19, 25, 37,  0,-,M  ,-,M   ,  T  ,29.57,30.36,  9.5,8,10.9, 25,9, 22,9
94846,20070224,32,26,  29 ,  -1, 17, 25, 36,  0,FZRA SN FG+ FG FZFG ,T  ,-,1.8 , 0.41,29.28,30.05, 19.8,10,20.0, 36,9, 30,10
94846,20070225,38,31,  35 ,   5, 32, 33, 30,  0,RA FZRA SN FG ,M  ,-,M   , 0.42,28.69,32.04,  9.6,16,14.3, 28,12, 23,13
94846,20070226,34,30,  32 ,   1, 27, 30, 33,  0,SN FG ,M  ,-,M   , 0.03,28.94,29.83, 11.5,24,11.6, 24,24, 18,24
94846,20070227,33,29,  31 ,   0, 25, 29, 34,  0,FG HZ ,M  ,-,M   , 0.00,29.24,30.03,  6.4,26, 7.0, 16,26, 14,26
94846,20070228,35,28,  32 ,   1, 26, 30, 33,  0,TS RA FG HZ VCTS ,M  ,-,M   , 0.01,29.25,30.00, 10.4,11,12.0, 30,11, 26,10
04838,20070301,45,32,  39 ,M   , 32, 35, 26,  0,RA FG UP HZ ,M  ,-,M   , 0.70,28.60,31.43,  7.0,14,13.7, 31,21, 24,21
04838,20070302,32,24,  28 ,M   , 22, 26, 37,  0,SN FG FZFG HZ ,M  ,-,M   ,  T  ,28.53,32.22, 20.0,24,20.7, 44,24, 31,24
04838,20070303,26,20,  23 ,M   , 16, 21, 42,  0,SN FG HZ ,M  ,-,M   ,  T  ,29.04,29.91, 11.0,29,11.9, 30,28, 21,25
04838,20070304,31,15,  23 ,M   , 13, 21, 42,  0,-,M  ,-,M   , 0.00,29.34,30.11, 10.8,27,11.2, 25,27, 21,27
04838,20070305,32,17,  25 ,M   , 14, 23, 40,  0,-,M  ,-,M   , 0.00,29.58,30.34,  7.0,35,10.1, 22,5, 18,6
04838,20070306,24,15,  20*,M   , 10, 18, 45,  0,SN FG HZ ,M  ,-,M   , 0.03,29.71,30.50,  4.2,13, 7.1, 17,17, 14,15
04838,20070307,28,17,  23 ,M   , 18, 22, 42,  0,SN FG HZ ,M  ,-,M   ,  T  ,29.56,30.33,  5.3,3, 6.0, 21,2, 17,3
04838,20070308,39,10,  25 ,M   , 19, 24, 40,  0,FG HZ ,M  ,-,M   , 0.00,29.52,30.27,  2.4,15, 4.4, 14,19, 12,20
04838,20070309,57,24,  41 ,M   , 33, 38, 24,  0,RA FG ,M  ,-,M   , 0.16,29.23,29.99,  4.9,20, 6.7, 22,20, 16,20
04838,20070310,51,29,  40 ,M   , 30, 36, 25,  0,FG HZ ,M  ,-,M   , 0.00,29.42,30.17,  6.5,30, 7.1, 21,32, 17,31
04838,20070311,55,24,  40 ,M   , 26, 34, 25,  0,FG HZ ,M  ,-,M   , 0.00,29.64,30.41,  3.0,21, 3.9, 16,24, 13,21
04838,20070312,63,36,  50 ,M   , 38, 45, 15,  0,-,M  ,-,M   ,  T  ,29.34,30.08,  9.0,23, 9.7, 24,24, 18,25
04838,20070313,73,50,  62 ,M   , 50, 55,  3,  0,HZ ,M  ,-,M   , 0.00,29.15,29.87, 12.0,23,12.3, 31,24, 25,23
04838,20070314,61,35,  48 ,M   , 42, 46, 17,  0,FG HZ ,M  ,-,M   ,  T  ,29.18,29.91,  5.9,3,11.4, 36,2, 26,3
04838,20070315,36,27,  32 ,M   , 25, 30, 33,  0,-,M  ,-,M   , 0.00,29.54,30.28, 11.4,3,11.8, 29,6, 23,6
04838,20070316,37,22,  30 ,M   , 22, 27, 35,  0,-,M  ,-,M   , 0.00,29.53,30.30,  8.1,2, 9.1, 23,5, 17,5
04838,20070317,36,22,  29 ,M   , 18, 25, 36,  0,-,M  ,-,M   , 0.00,29.50,30.27,  4.3,2, 6.0, 22,4, 15,2
04838,20070318,47,22,  35 ,M   , 17, 30, 30,  0,-,M  ,-,M   , 0.00,29.46,30.22,  3.8,18, 5.7, 29,20, 24,19
04838,20070319,61,37,  49 ,M   , 29, 40, 16,  0,-,M  ,-,M   ,  T  ,29.25,29.99,  7.7,27,11.8, 33,19, 25,19
04838,20070320,M,M,M    ,M   ,-,-,M  ,M  ,-,M  ,-,M   , 0.00,29.70,-,  7.7,7,10.4, 25,5, 20,2
04838,20070321,80,36,  58 ,M   , 48, 53,  7,  0,TS TSRA RA FG HZ VCTS ,M  ,-,M   , 0.85,29.31,30.02, 10.5,19,12.3, 41,30, 32,28
04838,20070322,80,52,  66 ,M   , 40, 55,  0,  1,TS VCTS ,M  ,-,M   , 0.07,29.26,29.97,  4.7,26,11.3, 36,20, 28,21
04838,20070323,73,48,  61 ,M   , 43, 52,  4,  0,FG+ FG HZ ,M  ,-,M   ,  T  ,29.35,30.08,  4.7,13, 5.5, 16,13, 12,12
04838,20070324,77,47,  62 ,M   , 52, 55,  3,  0,FG+ FG HZ ,M  ,-,M   ,  T  ,29.45,30.19,  0.5,6, 4.4, 13,6, 10,6
04838,20070325,79,44,  62 ,M   , 54, 58,  3,  0,FG+ FG HZ ,M  ,-,M   , 0.00,29.35,30.09, 10.7,21,11.1, 31,20, 25,20
04838,20070326,79,65,  72*,M   , 57, 63,  0,  7,-,M  ,-,M   , 0.00,29.24,29.97, 11.5,24,11.8, 28,24, 21,23
04838,20070327,71*,45,  58 ,M   , 50, 53,  7,  0,FG HZ ,M  ,-,M   , 0.00,29.36,30.10,  3.7,4, 8.2, 25,7, 18,7
04838,20070328,48,43,  46 ,M   , 43, 44, 19,  0,RA FG ,M  ,-,M   , 0.04,29.51,30.26,  9.8,7,10.1, 23,9, 17,7
04838,20070329,59,44,  52 ,M   , 31, 42, 13,  0,-,M  ,-,M   , 0.00,29.61,30.36,  7.2,9, 7.4, 17,9, 14,9
04838,20070330,51,44,  48 ,M   , 33, 41, 17,  0,-,M  ,-,M   ,  T  ,29.52,30.26,  6.2,5, 6.7, 17,5, 14,3
04838,20070331,60,44,  52 ,   0, 45, 48, 13,  0,TS RA FG HZ VCTS ,-,-,-, 0.34,29.16,29.88,  6.4,12, 7.7, 32,21, 28,21
14819,20070301,48,33,  41 ,   7, 34, 36, 24,  0,TS TSRA RA FG UP HZ ,M  ,-,M   , 0.37,28.64,31.53,  7.5,13,14.5, 31,22, 24,20
14819,20070302,33*,26,  30 ,  -4, 22, 27, 35,  0,SN FG HZ BLSN ,M  ,-,M   , 0.01,28.58,31.89, 23.1,23,23.4, 49,24, 38,24
14819,20070303,27,21,  24 , -10, 15, 21, 41,  0,SN FG ,M  ,-,M   ,  T  ,29.07,29.81, 13.4,27,14.2, 32,25, 25,24
14819,20070304,32,15,  24 , -11, 14, 22, 41,  0,-,M  ,-,M   , 0.00,29.40,30.14, 14.4,25,15.0, 29,22, 24,23
14819,20070305,34,20,  27 ,  -8, 15, 24, 38,  0,-,M  ,-,M   , 0.00,29.59,30.34,  8.7,34,12.1, 24,2, 20,5
14819,20070306,25,15,  20*, -15,  9, 18, 45,  0,SN FG ,M  ,-,M   , 0.01,29.74,30.51,  6.0,12, 8.8, 15,11, 14,12
14819,20070307,28,23,  26 , -10, 20, 24, 39,  0,SN FG HZ ,M  ,-,M   , 0.01,29.56,30.33,  6.6,3, 7.7, 23,5, 20,4
14819,20070308,39,19,  29 ,  -7, 21, 27, 36,  0,FG HZ ,M  ,-,M   , 0.00,29.53,30.28,  4.1,16, 6.1, 16,17, 12,19
14819,20070309,57,31,  44 ,   8, 33, 40, 21,  0,RA FG ,M  ,-,M   , 0.17,29.28,30.00,  7.6,19, 9.3, 24,17, 20,26
14819,20070310,53,33,  43 ,   6, 29, 37, 22,  0,FG HZ ,M  ,-,M   ,  T  ,29.44,30.17,  9.0,28, 9.5, 24,28, 20,28
14819,20070311,54,29,  42 ,   5, 26, 36, 23,  0,FG ,M  ,-,M   , 0.00,29.69,30.42,  4.5,19, 4.9, 20,18, 14,19
14819,20070312,63,39,  51 ,  13, 36, 44, 14,  0,-,M  ,-,M   ,  T  ,29.38,30.10,  9.9,21,10.7, 28,25, 23,25
14819,20070313,74,48,  61 ,  23, 50, 55,  4,  0,HZ ,M  ,-,M   , 0.00,29.17,29.88, 12.0,21,12.4, 29,22, 24,24
14819,20070314,63,34,  49 ,  11, 43, 47, 16,  0,RA SN FG HZ ,M  ,-,M   , 0.21,29.19,29.89,  7.1,36,15.0, 39,2, 30,1
14819,20070315,40,31,  36 ,  -3, 26, 32, 29,  0,-,M  ,-,M   ,  T  ,29.53,30.26, 13.2,2,14.3, 28,5, 23,5
14819,20070316,39,26,  33 ,  -6, 21, 28, 32,  0,-,M  ,-,M   , 0.00,29.53,30.29, 11.5,35,12.2, 26,1, 22,1
14819,20070317,38,25,  32 ,  -7, 18, 27, 33,  0,-,M  ,-,M   ,  T  ,29.51,30.28,  5.6,36, 8.9, 21,1, 17,1
14819,20070318,47,24,  36 ,  -4, 18, 30, 29,  0,-,M  ,-,M   ,  T  ,29.49,30.23,  5.2,19, 6.8, 28,18, 23,18
14819,20070319,61,36,  49 ,   9, 32, 40, 16,  0,-,M  ,-,M   , 0.36,29.28,30.00,  7.8,24,12.8, 32,16, 26,17
14819,20070320,42,31,  37 ,  -3, 25, 32, 28,  0,-,M  ,-,M   ,  T  ,29.72,30.45, 10.7,6,13.0, 25,1, 22,2
14819,20070321,70,37,  54 ,  13, 49, 52, 11,  0,TS TSRA RA FG HZ VCTS ,M  ,-,M   , 0.87,29.34,30.06, 12.6,18,13.7, 36,19, 28,19
14819,20070322,64,45,  55 ,  14, 43, 50, 10,  0,TS TSRA FG ,M  ,-,M   , 0.22,29.28,29.98,  4.5,23,11.8, 35,19, 25,23
14819,20070323,52,45,  49 ,   7, 46, 47, 16,  0,RA FG+ FG HZ ,M  ,-,M   , 0.11,29.39,30.08,  4.8,10, 6.9, 15,10, 13,11
14819,20070324,64,49,  57 ,  15, 54, 55,  8,  0,FG+ FG HZ ,M  ,-,M   ,  T  ,29.47,30.18,  1.6,20, 6.1, 15,7, 13,9
14819,20070325,78,50,  64 ,  22, 56, 61,  1,  0,FG HZ ,M  ,-,M   , 0.00,29.40,30.08, 11.9,18,12.7, 30,17, 25,19
14819,20070326,78,66,  72*,  29, 57, 63,  0,  7,-,M  ,-,M   , 0.00,29.30,29.96, 12.1,23,12.7, 28,23, 22,23
14819,20070327,74,44,  59 ,  16, 50, 53,  6,  0,-,M  ,-,M   , 0.00,29.40,30.09,  3.1,36,10.2, 22,2, 18,2
14819,20070328,52,44,  48 ,   5, 43, 46, 17,  0,TS TSRA RA DZ FG ,M  ,-,M   , 0.32,29.51,30.23, 10.7,7,12.0, 28,8, 20,7
14819,20070329,62,47,  55 ,  11, 33, 44, 10,  0,-,M  ,-,M   , 0.00,29.62,30.34, 10.2,8,10.4, 23,8, 17,9
14819,20070330,56,47,  52 ,   8, 33, 43, 13,  0,-,M  ,-,M   ,  T  ,29.52,30.24,  7.1,3, 8.1, 16,2, 14,3
14819,20070331,64,45,  55 ,   0, 48, 52, 10,  0,RA FG HZ ,-,-,-, 0.47,29.17,29.86,  9.1,12,11.3, 33,23, 28,23
94846,20070301,45,32,  39 ,   7, 32, 35, 26,  0,TS TSRA RA FZRA FG+ FG HZ,M  ,-,M   , 1.09,28.58,31.66,  8.9,14,16.9, 35,23, 29,10
94846,20070302,32,25,  29 ,  -3, 22, 26, 36,  0,SN FG BLSN ,M  ,-,M   ,  T  ,28.52,32.23, 21.6,24,23.0, 44,25, 33,23
94846,20070303,27,20,  24 ,  -9, 16, 21, 41,  0,SN FG HZ ,1  ,-,0.3 , 0.02,29.01,29.90, 12.2,28,13.1, 29,26, 23,26
94846,20070304,31,14,  23 , -10, 14, 21, 42,  0,-,M  ,-,M   , 0.00,29.32,30.10, 13.4,26,13.7, 30,27, 23,26
94846,20070305,33,19,  26 ,  -7, 15, 23, 39,  0,-,M  ,-,M   , 0.00,29.54,30.32,  8.0,35,12.3, 23,4, 17,6
94846,20070306,24,16,  20*, -14,  9, 18, 45,  0,SN FG HZ ,M  ,-,M   , 0.04,29.69,30.48,  5.9,13, 9.1, 17,15, 15,15
94846,20070307,28,21,  25 ,  -9, 19, 23, 40,  0,SN FG HZ ,M  ,-,M   , 0.03,29.54,30.31,  6.8,3, 7.5, 23,5, 18,1
94846,20070308,40,13,  27 ,  -7, 20, 25, 38,  0,FG HZ ,M  ,-,M   , 0.00,29.45,30.25,  4.7,17, 6.0, 15,14, 14,14
94846,20070309,56,28,  42 ,   7, 33, 38, 23,  0,RA FG ,M  ,-,M   , 0.28,29.21,29.98,  5.9,19, 7.4, 21,29, 16,29
94846,20070310,51,30,  41 ,   6, 30, 36, 24,  0,FG HZ ,0  ,-,0.0 , 0.00,29.41,30.16,  8.0,29, 8.7, 21,27, 16,30
94846,20070311,54,28,  41 ,   5, 26, 35, 24,  0,FG HZ ,M  ,-,M   , 0.00,29.63,30.40,  4.6,21, 5.2, 17,23, 14,21
94846,20070312,63,36,  50 ,  14, 37, 45, 15,  0,-,M  ,-,M   ,  T  ,29.31,30.08, 10.7,22,11.3, 26,25, 21,25
94846,20070313,73,48,  61 ,  25, 50, 55,  4,  0,HZ ,M  ,-,M   , 0.00,29.15,29.87, 13.5,23,13.8, 31,24, 24,24
94846,20070314,61*,35,  48 ,  11, 42, 46, 17,  0,GR RA SN GS FG HZ ,M  ,-,M   , 0.16,29.14,29.89,  6.2,1,14.8, 38,2, 32,3
94846,20070315,38,28,  33 ,  -4, 26, 31, 32,  0,-,M  ,-,M   ,  T  ,29.48,30.26, 13.6,3,13.9, 29,4, 24,5
94846,20070316,39,25,  32 ,  -5, 22, 27, 33,  0,-,M  ,-,M   , 0.00,29.50,30.28,  9.0,2,10.5, 25,2, 20,2
94846,20070317,39,24,  32 ,  -6, 18, 26, 33,  0,-,0  ,-,0.0 , 0.00,29.49,30.26,  4.0,1, 7.5, 26,6, 15,35
94846,20070318,47,21,  34 ,  -4, 18, 30, 31,  0,-,M  ,-,M   , 0.00,29.44,30.21,  5.8,20, 7.7, 31,19, 25,19
94846,20070319,61,36,  49 ,  11, 30, 40, 16,  0,-,M  ,-,M   , 0.06,29.22,29.98,  8.8,26,13.6, 35,19, 28,18
94846,20070320,43,30,  37 ,  -2, 24, 32, 28,  0,-,M  ,-,M   , 0.00,29.68,30.44, 11.0,7,12.9, 28,6, 22,5
94846,20070321,67,37,  52 ,  13, 48, 50, 13,  0,TS TSRA RA FG ,M  ,-,M   , 1.07,29.29,30.04, 12.8,18,14.1, 38,25, 29,26
94846,20070322,64,44,  54 ,  15, 42, 50, 11,  0,TS TSRA ,M  ,-,M   , 0.09,29.23,29.98,  7.8,24,12.7, 35,22, 28,21
94846,20070323,52,44,  48 ,   8, 45, 47, 17,  0,RA DZ FG+ FG ,M  ,-,M   , 0.04,29.30,30.08,  5.7,11, 7.1, 20,12, 16,11
94846,20070324,64,52,  58 ,  18, 53, 54,  7,  0,FG+ FG HZ ,M  ,-,M   ,  T  ,29.43,30.18,  0.9,23, 5.7, 18,8, 13,13
94846,20070325,79,48,  64 ,  23, 54, 59,  1,  0,FG+ FG HZ ,M  ,-,M   , 0.00,29.33,30.08, 11.4,20,13.1, 33,21, 25,22
94846,20070326,79,63,  71*,  30, 57, 62,  0,  6,-,M  ,-,M   , 0.00,29.22,29.96, 13.4,23,13.9, 28,24, 22,23
94846,20070327,73,45,  59 ,  18, 50, 53,  6,  0,HZ ,M  ,-,M   , 0.00,29.35,30.09,  4.8,4,10.5, 33,5, 20,4
94846,20070328,50,44,  47 ,   5, 44, 46, 18,  0,RA DZ FG+ FG ,M  ,-,M   , 0.20,29.48,30.24, 11.4,7,12.4, 28,7, 20,9
94846,20070329,60,46,  53 ,  11, 32, 43, 12,  0,-,M  ,-,M   , 0.00,29.58,30.34,  8.9,8, 9.5, 26,7, 15,11
94846,20070330,55,46,  51 ,   9, 33, 42, 14,  0,HZ ,M  ,-,M   ,  T  ,29.48,30.24,  8.3,5, 8.9, 22,5, 15,4
94846,20070331,63,45,  54 ,  11, 46, 50, 11,  0,TS TSRA RA FG HZ ,-,-,-, 0.51,29.12,29.86,  8.8,11,11.2, 38,19, 35,19
04838,20070401,60,46,  53 ,M   , 42, 47, 12,  0,-,M  ,-,M   , 0.04,28.96,29.68, 13.8,24,15.8, 36,29, 29,26
04838,20070402,59,42,  51 ,M   , 39, 46, 14,  0,TS VCTS ,M  ,-,M   ,  T  ,29.21,29.95,  5.9,27, 8.2, 23,28, 17,27
04838,20070403,70,35,  53 ,M   , 45, 49, 12,  0,TS TSRA FG HZ VCTS ,M  ,-,M   , 0.10,29.05,29.77,  6.8,28,13.5, 38,29, 30,30
04838,20070404,36,28,  32 ,M   , 19, 27, 33,  0,-,M  ,-,M   ,  T  ,29.27,30.02, 19.7,30,20.0, 41,31, 29,30
04838,20070405,39,26,  33 ,M   , 14, 26, 32,  0,-,M  ,-,M   , 0.00,29.40,30.15, 13.7,33,13.9, 31,31, 25,32
04838,20070406,36,22,  29 ,M   ,  8, 23, 36,  0,-,M  ,-,M   , 0.00,29.28,30.04, 13.9,33,14.3, 30,31, 23,32
04838,20070407,32,22,  27*,M   , 11, 22, 38,  0,-,M  ,-,M   , 0.00,29.25,30.02, 12.5,32,12.9, 28,31, 22,32
04838,20070408,39,27,  33 ,M   , 19, 28, 32,  0,-,M  ,-,M   , 0.00,29.36,30.10,  2.2,36, 5.9, 15,33, 13,32
04838,20070409,43,29,  36 ,M   , 24, 32, 29,  0,-,M  ,-,M   , 0.00,29.32,30.08,  1.7,24, 4.3, 17,23, 12,28
04838,20070410,50,25,  38 ,M   , 24, 34, 27,  0,FG HZ ,M  ,-,M   , 0.00,29.25,30.00,  6.3,12, 7.8, 22,10, 17,10
04838,20070411,42,33,  38 ,M   , 33, 34, 27,  0,RA SN FG+ FG UP ,M  ,-,M   , 0.54,28.81,31.26, 10.6,8,11.8, 31,10, 22,9
04838,20070412,38,33,  36 ,M   , 30, 33, 29,  0,RA SN FG ,M  ,-,M   ,  T  ,29.03,30.39, 10.9,30,11.7, 24,31, 20,31
04838,20070413,51,31,  41 ,M   , 25, 35, 24,  0,-,M  ,-,M   , 0.00,29.43,30.18,  4.1,32, 5.5, 21,30, 16,31
04838,20070414,47,32,  40 ,M   , 23, 34, 25,  0,-,M  ,-,M   , 0.00,29.26,30.01,  4.8,6, 5.7, 21,3, 15,6
04838,20070415,58,29,  44 ,M   , 23, 35, 21,  0,-,M  ,-,M   , 0.00,29.23,29.97,  4.6,36, 5.8, 26,35, 22,33
04838,20070416,62,32,  47 ,M   , 24, 38, 18,  0,-,M  ,-,M   , 0.00,29.33,30.07,  5.4,34, 6.2, 23,35, 16,32
04838,20070417,69,36,  53 ,M   , 29, 40, 12,  0,HZ ,M  ,-,M   ,  T  ,29.22,29.96,  7.1,4, 9.0, 29,3, 21,3
04838,20070418,49,39,  44 ,M   , 37, 40, 21,  0,-,M  ,-,M   ,  T  ,29.23,29.98, 10.7,3,10.9, 23,2, 18,3
04838,20070419,57,39,  48 ,M   , 38, 43, 17,  0,FG ,M  ,-,M   ,  T  ,29.38,30.12,  7.5,4, 7.8, 22,3, 17,3
04838,20070420,66,36,  51 ,M   , 37, 45, 14,  0,-,M  ,-,M   , 0.00,29.53,30.26,  2.7,10, 3.5, 17,11, 14,10
04838,20070421,76,36,  56 ,M   , 39, 50,  9,  0,-,M  ,-,M   , 0.00,29.42,30.16,  8.0,19, 8.1, 23,16, 18,18
04838,20070422,82,52,  67*,M   , 45, 56,  0,  2,-,M  ,-,M   ,  T  ,29.21,29.94, 15.6,20,15.9, 38,19, 30,18
04838,20070423,71,49,  60 ,M   , 49, 55,  5,  0,-,M  ,-,M   ,  T  ,29.16,29.89,  7.8,24,12.6, 39,23, 30,22
04838,20070424,66,45,  56 ,M   , 42, 48,  9,  0,FG ,M  ,-,M   , 0.05,29.36,30.09,  6.4,8, 7.3, 25,8, 21,8
04838,20070425,49,44,  47 ,M   , 43, 45, 18,  0,RA FG ,M  ,-,M   , 0.65,29.22,29.97, 12.5,8,12.7, 28,9, 22,9
04838,20070426,50,44,  47 ,M   , 45, 45, 18,  0,RA FG ,M  ,-,M   , 0.40,28.97,29.71,  4.1,9,M   , 16,9, 14,9
04838,20070427,51,41,  46 ,M   , 43, 45, 19,  0,RA FG HZ ,M  ,-,M   ,  T  ,29.09,29.83,  4.4,30,M   , 15,29, 15,29
04838,20070428,73,36,  55 ,M   , 42, 49, 10,  0,FG+ FG HZ ,M  ,-,M   , 0.00,29.18,29.92,  5.8,30,M   , 29,31, 22,29
04838,20070429,82*,43,  63 ,M   , 46, 55,  2,  0,TS TSRA RA FG VCTS ,M  ,-,M   , 0.33,29.24,29.96,  8.6,24,10.1, 36,31, 24,31
04838,20070430,64,50,  57 ,M   , 39, 48,  8,  0,TS RA FG VCTS ,M  ,-,M   , 0.13,29.23,29.96,  8.1,6, 9.6, 35,1, 28,36
14819,20070401,62,47,  55 ,  10, 42, 47, 10,  0,-,M  ,-,M   , 0.03,28.99,29.69, 15.5,23,17.6, 41,26, 32,25
14819,20070402,63,42,  53 ,   8, 40, 46, 12,  0,-,M  ,-,M   , 0.00,29.25,29.95,  6.6,24, 9.8, 23,26, 17,25
14819,20070403,69,36,  53 ,   8, 46, 50, 12,  0,TS TSRA RA FG HZ ,M  ,-,M   , 0.07,29.07,29.76,  7.6,25,13.1, 38,27, 29,26
14819,20070404,36,28,  32 , -14, 19, 27, 33,  0,-,M  ,-,M   ,  T  ,29.31,30.04, 18.7,28,19.3, 39,26, 32,28
14819,20070405,40,27,  34 , -12, 13, 26, 31,  0,-,M  ,-,M   , 0.00,29.42,30.16, 15.3,30,15.7, 31,32, 25,29
14819,20070406,36,24,  30 , -16,  7, 23, 35,  0,-,M  ,-,M   , 0.00,29.33,30.05, 14.5,31,14.9, 31,31, 24,30
14819,20070407,32,22,  27*, -20, 10, 22, 38,  0,-,M  ,-,M   ,  T  ,29.30,30.03, 13.0,30,13.8, 25,30, 22,29
14819,20070408,40,27,  34 , -13, 19, 28, 31,  0,-,M  ,-,M   , 0.00,29.38,30.10,  2.0,35, 7.2, 17,5, 14,5
14819,20070409,42,33,  38 ,  -9, 24, 32, 27,  0,-,M  ,-,M   ,  T  ,29.37,30.09,  4.2,21, 6.6, 17,22, 15,22
14819,20070410,51,30,  41 ,  -7, 24, 35, 24,  0,FG HZ ,M  ,-,M   , 0.00,29.28,30.00,  9.1,10,11.4, 26,9, 23,8
14819,20070411,44,32,  38 , -10, 36, 36, 27,  0,RA SN FG ,M  ,-,M   , 0.91,28.79,31.35, 12.9,7,14.5, 33,8, 26,12
14819,20070412,38,33,  36 , -12, 31, 34, 29,  0,RA SN FG ,M  ,-,M   , 0.08,29.06,30.40, 12.9,28,13.3, 28,28, 23,28
14819,20070413,52,31,  42 ,  -7, 24, 35, 23,  0,-,M  ,-,M   , 0.00,29.46,30.19,  3.2,27, 7.7, 21,29, 16,30
14819,20070414,46,35,  41 ,  -8, 22, 35, 24,  0,-,M  ,-,M   ,  T  ,29.27,30.00,  7.9,6, 9.4, 25,4, 22,5
14819,20070415,56,31,  44 ,  -5, 21, 35, 21,  0,-,M  ,-,M   , 0.00,29.25,29.97,  5.2,36, 7.3, 30,1, 23,36
14819,20070416,62,34,  48 ,  -2, 22, 38, 17,  0,-,M  ,-,M   , 0.00,29.34,30.06,  4.7,34, 7.8, 23,32, 18,32
14819,20070417,72,40,  56 ,   6, 29, 41,  9,  0,-,M  ,-,M   , 0.00,29.23,29.94,  6.8,3,10.3, 29,1, 24,2
14819,20070418,50,39,  45 ,  -5, 36, 40, 20,  0,-,M  ,-,M   ,  T  ,29.23,29.96, 12.2,1,12.5, 25,1, 22,2
14819,20070419,58,42,  50 ,  -1, 37, 43, 15,  0,-,M  ,-,M   ,  T  ,29.39,30.10, 10.0,1,10.4, 24,1, 20,3
14819,20070420,66,39,  53 ,   2, 37, 46, 12,  0,-,M  ,-,M   , 0.00,29.53,30.24,  4.0,7, 5.6, 17,8, 14,6
14819,20070421,76,44,  60 ,   8, 37, 50,  5,  0,-,M  ,-,M   , 0.00,29.45,30.15,  8.2,17, 8.5, 23,17, 17,15
14819,20070422,83*,58,  71*,  19, 44, 56,  0,  6,-,M  ,-,M   ,  T  ,29.25,29.93, 14.9,18,15.1, 35,17, 29,17
14819,20070423,72,56,  64 ,  12, 48, 55,  1,  0,-,M  ,-,M   , 0.00,29.20,29.88,  6.8,23,16.0, 37,23, 29,23
14819,20070424,67,50,  59 ,   6, 41, 49,  6,  0,RA FG ,M  ,-,M   , 0.19,29.36,30.06,  9.3,5,10.4, 31,6, 25,6
14819,20070425,51,46,  49 ,  -4, 46, 47, 16,  0,TS TSRA RA FG ,M  ,-,M   , 1.24,29.21,29.93, 16.8,6,17.0, 37,7, 29,6
14819,20070426,61,45,  53 ,  -1, 49, 50, 12,  0,TS TSRA RA FG HZ VCTS ,M  ,-,M   , 0.87,28.97,29.68,  4.3,4, 7.9, 18,6, 15,6
14819,20070427,54,45,  50 ,  -4, 43, 46, 15,  0,RA FG ,M  ,-,M   , 0.02,29.11,29.82,  6.1,28, 8.5, 18,29, 16,28
14819,20070428,72,40,  56 ,   2, 42, 50,  9,  0,FG HZ ,M  ,-,M   , 0.00,29.22,29.91,  7.1,29, 9.0, 29,29, 23,29
14819,20070429,81,48,  65 ,  10, 47, 56,  0,  0,TS TSRA FG ,M  ,-,M   , 0.17,29.26,29.96,  9.8,24,12.3, 39,32, 29,33
14819,20070430,69,51,  60 ,   5, 42, 50,  5,  0,TS FG HZ ,M  ,-,M   , 0.03,29.23,29.93,  9.5,4,12.0, 39,33, 29,33
94846,20070401,61,46,  54 ,  11, 42, 47, 11,  0,-,M  ,-,M   , 0.09,28.92,29.68, 15.6,23,17.4, 41,23, 32,22
